ID,Name,EWG_ID,EWG,ScoreMin,ScoreMax,Description,Cancer,Allergies,Toxicity,Restriction
I_2003,LONICERA CAPRIFOLIUM (HONEYSUCKLE) EXTRACT,720400,1,1,1,Lonicera Caprifolium (Honeysuckle) Extract is an extract of the whole plant of Loniceracaprifolium.,LOW,LOW,LOW,LOW
I_2004,PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) SEED MEAL,723098,1,1,1,"Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal is a residue from the expression of oilfrom the dried ripe seeds of sweet almonds, Prunus amygdalus dulcis.",LOW,LOW,LOW,LOW
I_2005,NEOTAME,720913,1,1,1,,LOW,LOW,LOW,LOW
I_2006,SODIUM COCOYL APPLE AMINO ACIDS,723698,1,1,1,Sodium Cocoyl Apple Amino Acids is a sodium salt of the condensation product of coconutacid chloride and the amino acids isolated from apple juice.,LOW,LOW,LOW,LOW
I_2007,OLIGOPEPTIDE,704298,1,1,1,,LOW,LOW,LOW,LOW
I_2008,SODIUM POLYACRYLOYLDIMETHYL TAURATE,706161,1,1,1,Sodium Polyacryloyldimethyl Taurate is a polymer.,LOW,LOW,LOW,LOW
I_2009,VITIS VINIFERA (GRAPE) JUICE,706917,1,1,1,"Vitis Vinifera (Grape) Juice is a liquid expressed from the fresh pulp of the grape, Vitisvinifera.",LOW,LOW,LOW,LOW
I_2010,C30-45 OLEFIN,717292,1,1,1,C30-45 Olefin is a mixture of linear alpha olefins with 30 to 45 carbons in the alkyl chain.,LOW,LOW,LOW,LOW
I_2011,C12-16 PARETH-9,700908,1,1,1,C12-16 Pareth-9 is a polyethylene glycol ether of a mixture of synthetic C12-16 fatty alcoholswith an average of 9 moles of ethylene oxide.,LOW,LOW,LOW,LOW
I_2012,D&C Red No. 34 (CI 15880) Calcium Lake,701808,2_5,2,5,"In industrial production of colorants, the term 'lake' is applied to pigments or dyes that are precipitated with metal salts such as aluminum, calcium, barium, or others. Most lake pigments are synthetically produced from coal tar or petroleum.",LOW,LOW,LOW,HIGH
I_2013,THIOCTIC ACID,724497,1_2,1,2,,LOW,LOW,LOW,MODERATE
I_2014,DIPENTAERYTHRITYL HEXACAPRYLATE/HEXACAPRATE,718642,1,1,1,Dipentaerythrityl Hexacaprylate/Hexacaprate is a hexaester of a mixture of caprylic andcapric acids and a dimer of pentaerythritol.,LOW,LOW,LOW,LOW
I_2015,MORINGA OLEIFERA,704018,1,1,1,,LOW,LOW,LOW,LOW
I_2016,PASSIFLORA INCARNATA (MAYPOPS) FLOWER EXTRACT,704470,1,1,1,"Passiflora Incarnata Flower Extract is an extract of the flowers of the passionflower, Passifloraincarnata.",LOW,LOW,LOW,LOW
I_2017,QUATERNIUM-15 (FORMALDEHYDE RELEASER),705478,8,8,8,This ingredient is a quaternary ammonium salt used as a preservative; it acts as a formaldehyde releaser. The European Union has determined that this ingredient 'may not be safe' in cosmetics.,LOW,HIGH,LOW,MODERATE
I_2018,SD ALCOHOL 40,705848,4,4,4,Specially denatured (SD) alcohol is a mixture of ethanol with a denaturing agent. Ethanol is considered broadly toxic and linked to birth defects following excessive oral ingestion. Potential risks from ethanol in personal care products are significantly smaller than the health risks posed by the consumption of alcohol.,LOW,LOW,MODERATE,LOW
I_2019,CALCIUM HYDROXIDE,700966,1_4,1,4,Calcium Hydroxide is an inorganic base.,LOW,LOW,LOW,HIGH
I_2020,CHLOROXYLENOL,701325,3,3,3,,LOW,MODERATE,LOW,LOW
I_2021,PEG-10,721345,3,3,3,PEG-10 is a polymer of ethylene oxide.,LOW,LOW,LOW,LOW
I_2022,CUCUMIS SATIVUS (CUCUMBER) OIL,701705,1,1,1,"Cucumis Sativus (Cucumber) Oil is a fixed oil expressed from the cucumber, Cucumissativus.",LOW,LOW,LOW,LOW
I_2023,SULFUR,706387,1,1,1,"Sulfur is a naturally occurring element. In the United States, Sulfur may be used as an activeingredient in OTC drug products. When used as an active drug ingredient, the established name is Sulfur.",LOW,LOW,LOW,LOW
I_2024,VP/ METHACRYLAMIDE/ VINYL IMIDAZOLE COPOLYMER,706936,1,1,1,VP/Methacrylamide/Vinyl Imidazole Copolymer is a copolymer.,LOW,LOW,LOW,LOW
I_2025,CETETH-2,717596,1_3,1,3,Ceteth-2 is a polyethylene glycol ether of Cetyl Alcohol (q.v.).,LOW,LOW,LOW,LOW
I_2026,RUBUS CHAMAEMORUS SEED OIL,723348,1,1,1,Rubus Chamaemorus Seed Oil is a fixed oil expressed from the seeds of Rubuschamaemorus.,LOW,LOW,LOW,LOW
I_2027,QUATERNIUM-95,861721,1,1,1,,LOW,LOW,LOW,LOW
I_2028,SOAP,705973,1,1,1,Potassium Cocoate is a potassium salt of Coconut Acid (q.v.).,LOW,LOW,LOW,LOW
I_2029,ANGELICA ARCHANGELICA ROOT EXTRACT,716707,1_2,1,2,"Angelica Archangelica Root Extract is an extract of the roots of the angelica, Angelicaarchangelica.",LOW,LOW,LOW,MODERATE
I_2030,POLYQUATERNIUM-59,705122,1,1,1,Polyquaternium-59 is a polymeric quaternary ammonium salt.,LOW,LOW,LOW,LOW
I_2031,SODIUM POLYSTYRENE SULFONATE,706165,1,1,1,Sodium Polystyrene Sulfonate is a polymer.,LOW,LOW,LOW,LOW
I_2032,LAURTRIMONIUM CHLORIDE,703440,5,5,5,Laurtrimonium Chloride is a quaternary ammonium salt.,LOW,HIGH,LOW,LOW
I_2033,RIBES NIGRUM (BLACKCURRANT) FRUIT EXTRACT,705560,1,1,1,"Ribes Nigrum (Black Currant) Fruit Extract is an extract of the fruit of the black currant, Ribesnigrum.",LOW,LOW,LOW,LOW
I_2034,CITRUS PARADISI (GRAPEFRUIT) PEEL EXTRACT,717960,5,5,5,Citrus Paradisi (Grapefruit) Peel Extract is an extract obtained from the peel of Citrusparadisi.,LOW,HIGH,LOW,LOW
I_2035,PEG-2 SOYAMINE,721529,2_4,2,4,PEG-2 Soyamine is a polyethylene glycol amine of Soy Acid (q.v.).,LOW,LOW,LOW,LOW
I_2036,PEG-20,721535,3,3,3,PEG-20 is a polymer of ethylene oxide.,LOW,LOW,LOW,LOW
I_2037,COMMIPHORA MUKUL RESIN EXTRACT,718065,1,1,1,Commiphora Mukul Resin Extract is an extract of the resin of Commophora mukul.,LOW,LOW,LOW,LOW
I_2038,PHENYLISOPROPYL DIMETHICONE,730106,1,1,1,,LOW,LOW,LOW,LOW
I_2039,POTASSIUM SULFATE,705227,1,1,1,Potassium Sulfate is an inorganic salt.,LOW,LOW,LOW,LOW
I_2040,WILD PANSY EXTRACT,706990,1,1,1,"Viola Tricolor Extract is an extract of the pansy, Viola tricolor.",LOW,LOW,LOW,LOW
I_2041,CITRULLUS VULGARIS (WATERMELON) SEED OIL,717902,1,1,1,Citrullus Vulgaris (Watermelon) Seed Oil is an oil expressed from the seeds of Citrullusvulgaris.,LOW,LOW,LOW,LOW
I_2042,LEPTOSPERMUM SCOPARIUM (MANUKA) OIL,720342,1,1,1,Leptospermum Scoparium Oil is a volatile oil obtained from the leaves and branches ofLeptospermum scoparium.,LOW,LOW,LOW,LOW
I_2043,ETHYL-2-CYANOACRYLATE,702316,3,3,3,Ethyl Cyanoacrylate is an ester.,LOW,LOW,LOW,MODERATE
I_2044,FOLIC ACID,702496,1,1,1,,LOW,LOW,LOW,LOW
I_2045,JUNIPERUS COMMUNIS (JUNIPER) EXTRACT,703296,2,2,2,"Juniperus Communis Fruit Extract is an extract of the ripe fruit of the juniper, Juniperuscommunis.",LOW,LOW,LOW,LOW
I_2046,HYDROLYZED HIBISCUS ESCULENTUS EXTRACT,719693,1,1,1,"Hydrolyzed Hibiscus Esculentus Extract is a hydrolysate of hibiscus esculentus extract derivedby acid, enzyme or other method of hydrolysis.",LOW,LOW,LOW,LOW
I_2047,VIOLA ODORATA EXTRACT,724827,1,1,1,"Viola Odorata Extract is an extract of the flowers and leaves of the sweet violet, Viola odorata.",LOW,LOW,LOW,LOW
I_2048,CICHORIUM INTYBUS (CHICORY) ROOT EXTRACT,717869,1,1,1,"Cichorium Intybus (Chicory) Root Extract is an extract of the roots of the chicory, Cichoriumintybus.",LOW,LOW,LOW,LOW
I_2049,ETHYL PALMITATE,718977,1,1,1,Ethyl Palmitate is an ester of ethyl alcohol and palmitic acid.,LOW,LOW,LOW,LOW
I_2050,HEXANAL,719468,1,1,1,,LOW,LOW,LOW,LOW
I_2051,PEG-2M,704574,3,3,3,PEG-2M is a polymer of ethylene oxide.,LOW,LOW,LOW,LOW
I_2052,USNEA BARBATA (BEARD MOSS) EXTRACT,706804,1,1,1,"Usnea Barbata (Lichen) Extract is an extract of the whole plant of the lichen, Usnea barbata.",LOW,LOW,LOW,LOW
I_2053,RIBOFLAVIN,723294,1,1,1,,LOW,LOW,LOW,LOW
I_2054,NYMPHAEA ALBA (WHITE WATER LILY) FLOWER EXTRACT,704167,1,1,1,Nymphaea Alba Flower Extract is an extract of the flowers of Nymphaea alba.,LOW,LOW,LOW,LOW
I_2055,SILK PROTEIN,705940,1,1,1,,LOW,LOW,LOW,LOW
I_2056,BERTHOLLETIA EXCELSA (BRAZILNUT) SEED OIL,700708,1,1,1,"Bertholletia Excelsa Seed Oil is a fixed oil expressed from the nuts of the Brazil Nut Tree, Bertholletia excelsa.",LOW,LOW,LOW,LOW
I_2057,ARNICA MONTANA (ARNICA) FLOWER,700517,1,1,1,,LOW,LOW,LOW,LOW
I_2058,COCAMIDE DEA,701516,7,7,7,This ingredient is a chemically-modified form of coconut oil; used as a foaming agent.,MODERATE,MODERATE,LOW,MODERATE
I_2059,ENTEROMORPHA COMPRESSA (LINNAEUS) EXTRACT,702254,1,1,1,"Enteromorpha Compressa Extract is an extract of the alga, Enteromorpha compressa.",LOW,LOW,LOW,LOW
I_2060,BOSWELLIA SERRATA EXTRACT,717034,1,1,1,"Boswellia Serrata Extract is an extract of the olibanum, Boswellia serrata.",LOW,LOW,LOW,LOW
I_2061,HYDROGENATED CASTOR OIL ISOSTEARATE,719567,1,1,1,Hydrogenated Castor Oil Isostearate is an ester of Hydrogenated Castor Oil (q.v.) andIsostearic Acid (q.v.).,LOW,LOW,LOW,LOW
I_2062,SAMBUCUS NIGRA OIL,723436,1,1,1,Sambucus Nigra Oil is a volatile oil obtained from Sambucus nigra and other species of Sambucus.,LOW,LOW,LOW,LOW
I_2063,COPTIS JAPONICA ROOT EXTRACT,701649,1,1,1,Coptis Japonica Root Extract is an extract of the roots of Coptis japonica.,LOW,LOW,LOW,LOW
I_2064,CAESALPINIA SPINOSA FRUIT EXTRACT,717338,1,1,1,Caesalpinia Spinosa Fruit Extract is an extract of the fruit pods of Caesalpinia spinosa.,LOW,LOW,LOW,LOW
I_2065,PEG-7 AMODIMETHICONE,721872,3,3,3,PEG-7 Amodimethicone is a polyethylene glycol derivative of Amodimethicone (q.v.)containing an average of 7 moles of ethylene oxide.,LOW,LOW,LOW,LOW
I_2066,LAURDIMONIUM HYDROXPROPYL HYDROLYZED HUMAN HAIR KERATIN,703410,1,1,1,,LOW,LOW,LOW,LOW
I_2067,ALUMINUM SESQUICHLOROHYDRATE,716575,1_3,1,3,Aluminum Sesquichlorohydrate is a complex basic aluminum chloride.,LOW,LOW,LOW,MODERATE
I_2068,MARRUBIUM VULGARE EXTRACT,720523,1,1,1,"Marrubium Vulgare Extract is an extract of the herb of the horehound, Marrubium vulgare.",LOW,LOW,LOW,LOW
I_2069,C30-50 ALCOHOLS,700932,1,1,1,C30-50 Alcohols is a mixture of synthetic fatty alcohols with 30 to 50 carbons in the alkylchain.,LOW,LOW,LOW,LOW
I_2070,ECHIUM PLANTAGINEUM SEED OIL,718868,1,1,1,Echium Plantagineum Seed Oil is a fixed oil obtained from the seeds of Echiumplantagineum.,LOW,LOW,LOW,LOW
I_2071,BETULA ALBA (BIRCH) SAP,700733,1,1,1,"Betula Alba Juice is a sap of the birch tree, Betula alba.",LOW,LOW,LOW,LOW
I_2072,RAYON,723253,1,1,1,Rayon is a composition of synthetic fibers and filaments composed of regenerated cellulose.,LOW,LOW,LOW,LOW
I_2073,POLYISOPRENE,705062,1,1,1,Polyisoprene is a polymer of isoprene.,LOW,LOW,LOW,LOW
I_2074,HAEMATOCOCCUS PLUVIALIS (ALGAE) EXTRACT,702770,1,1,1,"Haematococcus Pluvialis Extract is an extract of the alga, Haematococcus pluvialis.",LOW,LOW,LOW,LOW
I_2075,GLYCYRRHIZA GLABRA (LICORICE),703541,4,4,4,"Glycyrrhiza Glabra (Licorice) is a plant material derived from the dried rhizomes and roots ofthe licorice, Glycyrrhiza glabra.",LOW,LOW,MODERATE,LOW
I_2076,TANACETUM ANNUUM (BLUE TANSY) FLOWER OIL,706435,1,1,1,,LOW,LOW,LOW,LOW
I_2077,BUTYL STEARATE,717108,1,1,1,Butyl Stearate is an ester of butyl alcohol and stearic acid.,LOW,LOW,LOW,LOW
I_2078,FERULA GALBANIFLUA (FERULA GUMMOSA) RESIN OIL,702462,1,1,1,Ferula Galbaniflua (Galbanum) Resin Oil is an essential oil obtained from the resin of Ferulagalbaniflua.,LOW,LOW,LOW,LOW
I_2079,SODIUM CARBOXYMETHYL BETAGLUCAN,706013,1,1,1,Sodium Carboxymethyl Beta-Glucan is a sodium salt of a carboxymethyl ether ofBeta-Glucan (q.v.).,LOW,LOW,LOW,LOW
I_2080,TARAXACUM OFFICINALE (DANDELION) LEAF EXTRACT,706448,1,1,1,,LOW,LOW,LOW,LOW
I_2081,GINKGO BILOBA,719187,1,1,1,,LOW,LOW,LOW,LOW
I_2082,DIPEPTIDE-2,702114,1,1,1,Dipeptide-2 is a dipeptide composed of Valine (q.v.) and Tryptophan (q.v.).,LOW,LOW,LOW,LOW
I_2083,HELICHRYSUM ITALICUM (EVERLASTING) OIL,702819,1,1,1,,LOW,LOW,LOW,LOW
I_2084,PHYTOSTERYL OLEATE,704863,1,1,1,Phytosteryl Oleate is an ester of phytosterol and oleic acid.,LOW,LOW,LOW,LOW
I_2085,HYDROGENATED RAPESEED OIL,719622,1,1,1,Hydrogenated Rapeseed Oil is an end product of controlled hydrogenation of BrassicaCampestris (Rapeseed) Oil (q.v.).,LOW,LOW,LOW,LOW
I_2086,LITCHI CHINENSIS SEED EXTRACT,720378,1,1,1,Litchi Chinensis Seed Extract is an extract of the seeds of Litchi chinensis.,LOW,LOW,LOW,LOW
I_2087,HYDROXYPHENYL PROPAMIDOBENZOIC ACID,861747,1,1,1,,LOW,LOW,LOW,LOW
I_2088,TETRAPEPTIDE-21,861818,1,1,1,,LOW,LOW,LOW,LOW
I_2089,BENZETHONIUM CHLORIDE,700675,6,6,6,"Benzethonium Chloride is a quaternary ammonium salt. In the United States, Benzethonium Chloride may be used as an active ingredient in OTC drug products. When used as an active drug ingredient, the established name is Benzethonium Chloride.",LOW,HIGH,LOW,MODERATE
I_2090,BENZOIN EXTRACT,700682,1,1,1,Styrax Benzoin Resin Extract is an extract of the balsamic resin of Styrax benzoin.,LOW,LOW,LOW,LOW
I_2091,ROSMARINUS OFFICINALIS (ROSEMARY) FLOWER EXTRACT,705651,1,1,1,Rosmarinus Officinalis (Rosemary) Flower Extract is an extract of the flowers of Rosmarinusofficinalis.,LOW,LOW,LOW,LOW
I_2092,PEG/PPG-14/7 DIMETHYL ETHER,721987,1_3,1,3,PEG/PPG-14/7 Dimethyl Ether is a copolymer produced by the interaction of 14 moles ofethylene oxide with 7 moles of propylene oxide end-blocked with dimethyl ether.,LOW,LOW,LOW,LOW
I_2093,SAPONIFIED BUTYROSPERMUM PARKII (SHEA BUTTER),726618,1,1,1,,LOW,LOW,LOW,LOW
I_2094,COMMIPHORA MYRRHA (MYRRH) GUM,701622,1,1,1,,LOW,LOW,LOW,LOW
I_2095,PPG-1-PEG-9 LAURYL GLYCOL ETHER,705238,3,3,3,"PPG-1-PEG-9 Lauryl Glycol Ether is an ethoxylated, propoxylated ether of a lauryl epoxideand ethylene glycol reaction product.",LOW,LOW,LOW,LOW
I_2096,SPIRAEA ULMARIA (MEADOWSWEET) EXTRACT,706256,1,1,1,Spiraea Ulmaria Extract is an extract of the whole plant of Spiraea ulmaria.,LOW,LOW,LOW,LOW
I_2097,SUCROSE POLYSTEARATE,706376,1,1,1,Sucrose Polystearate is a mixture of esters of stearic acid and Sucrose (q.v.).,LOW,LOW,LOW,LOW
I_2098,ARGANIA SPINOSA EXTRACT,716763,1,1,1,"Argania Spinosa Extract is an extract of the whole plant, Argania spinosa.",LOW,LOW,LOW,LOW
I_2099,POLYGLYCERYL-2 OLEATE,722462,1,1,1,Polyglyceryl-2 Oleate is an ester of oleic acid and Diglycerin (q.v.).,LOW,LOW,LOW,LOW
I_2100,HONOKIOL,729399,1,1,1,,LOW,LOW,LOW,LOW
I_2101,BASIC YELLOW 57,700635,3,3,3,Basic Yellow 57 is a monoazo color.,LOW,LOW,LOW,MODERATE
I_2102,GLUCOSE OXIDASE,702600,1,1,1,Glucose Oxidase is an enzyme which catalyzes the oxidation of glucose to gluconic acid.,LOW,LOW,LOW,LOW
I_2103,TRIDECETH-5,724602,1,1,1,Trideceth-5 is a polyethylene glycol ether of Tridecyl Alcohol (q.v.).,LOW,LOW,LOW,LOW
I_2104,ACRYLIC ACID/ISOBUTYL ACRYLATE/ISOBORNYL ACRYLATE COPOLYMER,861908,1,1,1,,LOW,LOW,LOW,LOW
I_2105,CORIANDER SEED OIL,701659,1,1,1,Coriandrum Sativum (Coriander) Seed Oil is a fixed oil obtained from the seeds ofCoriandrum sativum.,LOW,LOW,LOW,LOW
I_2106,MALTOL,703728,1,1,1,,LOW,LOW,LOW,LOW
I_2107,PEG-16 MACADAMIA GLYCERIDES,704532,1_3,1,3,PEG-16 Macadamia Glycerides is a polyethylene glycol derivative of the mono- anddiglycerides derived from macadamia nut oil with an average of 16 moles of ethylene oxide.,LOW,LOW,LOW,LOW
I_2108,ZINC LACTATE,707066,1_4,1,4,Zinc Lactate is a zinc salt of lactic acid.,LOW,LOW,LOW,HIGH
I_2109,BENZALDEHYDE,716926,1_3,1,3,Benzaldehyde is an aromatic aldehyde.,LOW,LOW,LOW,MODERATE
I_2110,POLYGLYCERYL-10 CAPRYLATE/CAPRATE,862537,1,1,1,,LOW,LOW,LOW,LOW
I_2111,AGAVE AMERICANA LEAF EXTRACT,716439,1,1,1,"Agave Americana Leaf Extract is an extract of the leaves of the agave, Agave americana.",LOW,LOW,LOW,LOW
I_2112,POLYGLYCERYL-3 DISTEARATE,705027,1,1,1,Polyglyceryl-3 Distearate is a diester of stearic acid and Polyglycerin-3 (q.v.).,LOW,LOW,LOW,LOW
I_2113,AGAVE AMERICANA LEAF EXTRACT,716439,1,1,1,"Agave Americana Leaf Extract is an extract of the leaves of the agave, Agave americana.",LOW,LOW,LOW,LOW
I_2114,BUTYLOCTANOL,717125,1,1,1,Butyloctanol is an alcohol.,LOW,LOW,LOW,LOW
I_2115,PEG-10 DIMETHICONE CROSSPOLYMER,704494,3,3,3,PEG-10 Dimethicone Crosspolymer is a crosslinked copolymer formed from PEG-10 andDimethicone (q.v.).,LOW,LOW,LOW,LOW
I_2116,PEG-8 LAURATE,704671,2_4,2,4,PEG-8 Laurate is a polyethylene glycol ester of lauric acid.,LOW,MODERATE,LOW,LOW
I_2117,ETHYL FERULATE,718960,1,1,1,Ethyl Ferulate is an ester of Ferulic Acid (q.v.) and ethyl alcohol.,LOW,LOW,LOW,LOW
I_2118,SODIUM HYDROLYZED POTATO STARCH DODECENYLSUCCINATE,862653,1,1,1,,LOW,LOW,LOW,LOW
I_2119,LACTOPEROXIDASE,703361,1,1,1,Lactoperoxidase is an enzyme obtained from milk.,LOW,LOW,LOW,LOW
I_2120,OLEA EUROPAEA (OLIVE) LEAF,704254,1,1,1,"Olea Europaea (Olive) Leaf is a leaf and/or stem obtained from the olive tree, Oleaeuropaea.",LOW,LOW,LOW,LOW
I_2121,PENTAERYTHRITYL TETRACAPRYLATE/ TETRACAPRATE,704738,1,1,1,Pentaerythrityl Tetracaprylate/Tetracaprate is a tetraester of pentaerythritol and a blend ofcaprylic and capric acids.,LOW,LOW,LOW,LOW
I_2122,ROSA DAMASCENA (ROSE) FLOWER WAX,705603,1,1,1,Rosa Damascena Flower Wax is a wax obtained from the flower of Rosa damascena.,LOW,LOW,LOW,LOW
I_2123,SARCOSINE,705814,1,1,1,,LOW,LOW,LOW,LOW
I_2124,TRIFOLIUM PRATENSE (RED CLOVER) FLOWER,706655,1,1,1,,LOW,LOW,LOW,LOW
I_2125,HYDROLYZED CORN STARCH OCTENYLSUCCINATE,729465,1,1,1,,LOW,LOW,LOW,LOW
I_2126,LAURYL LACTYL LACTATE,862087,1,1,1,,LOW,LOW,LOW,LOW
I_2127,WINE EXTRACT,706995,1,1,1,Wine Extract is an extract of wine.,LOW,LOW,LOW,LOW
I_2128,BASIC YELLOW 87,724986,1,1,1,,LOW,LOW,LOW,LOW
I_2129,JUNIPERUS COMMUNIS (JUNIPER) BERRY,703291,1,1,1,,LOW,LOW,LOW,LOW
I_2130,METHYL NICOTINATE,703909,1,1,1,Methyl Nicotinate is an ester of methyl alcohol and nicotinic acid.,LOW,LOW,LOW,LOW
I_2131,BRASSICA ABYSSINICA (ABYSSINIAN) OIL,726559,1,1,1,,LOW,LOW,LOW,LOW
I_2132,ACETYL TETRAPEPTIDE-9,861606,1,1,1,,LOW,LOW,LOW,LOW
I_2133,LONICERA JAPONICA (HONEYSUCKLE),703617,1,1,1,,LOW,LOW,LOW,LOW
I_2134,BRASSICA OLERACEA CAPITATA (CABBAGE) LEAF EXTRACT,717050,1,1,1,"Brassica Oleracea Capitata (Cabbage) Leaf Extract is an extract of the leaves of the cabbage, Brassica oleracea capitata.",LOW,LOW,LOW,LOW
I_2135,HYDROGENATED METHYL ABIETATE,719604,1,1,1,Hydrogenated Methyl Abietate is a product obtained by the hydrogenation of methyl abietate.,LOW,LOW,LOW,LOW
I_2136,HOMARINE HCL,861825,1,1,1,,LOW,LOW,LOW,LOW
I_2137,PANTHENYL TRIACETATE,704439,1,1,1,Panthenyl Triacetate is a triacetyl ester of Panthenol (q.v.).,LOW,LOW,LOW,LOW
I_2138,VITIS VINIFERA (GRAPE) SKIN EXTRACT,706926,1,1,1,"Vitis Vinifera (Grape) Skin Extract is an extract of the skin of the grape, Vitis vinifera.",LOW,LOW,LOW,LOW
I_2139,AMYLOPECTIN,700402,1,1,1,Amylopectin is a branched chain polysaccharide portion of starch.,LOW,LOW,LOW,LOW
I_2140,EVERNIA PRUNASTRI (RING LICHEN) EXTRACT,702390,3_4,3,4,"Evernia Prunastri (Oakmoss) Extract is an extract of the oakmoss, Evernia prunastri.",LOW,HIGH,LOW,MODERATE
I_2141,WHITE TEA,706978,1,1,1,,LOW,LOW,LOW,LOW
I_2142,Malus Domestica Fruit Cell Culture Extract,862869,1,1,1,,LOW,LOW,LOW,LOW
I_2143,CINNAMOMUM ZEYLANICUM,701367,3,3,3,,LOW,HIGH,LOW,LOW
I_2144,CUCUMIS MELO CANTALUPENSIS FRUIT EXTRACT,718139,1,1,1,Cucumis Melo Cantalupensis Fruit Extract is an extract of the fruit of Cucumis melocantalupensis.,LOW,LOW,LOW,LOW
I_2145,EUPHORBIA CERIFERA (CANDELILLA) WAX EXTRACT,719059,1,1,1,Euphorbia Cerifera (Candelilla) Wax Extract is an extract of Euphorbia Cerifera (Candelilla)Wax.,LOW,LOW,LOW,LOW
I_2146,IMPERATA CYLINDRICA ROOT EXTRACT,719855,1,1,1,Imperata Cylindrica Root Extract is an extract of the roots of Imperata cylindrica.,LOW,LOW,LOW,LOW
I_2147,PEG-20 STEARATE,721575,1_3,1,3,PEG-20 Stearate is a polyethylene glycol ester of stearic acid.,LOW,LOW,LOW,LOW
I_2148,SILICONE QUATERNIUM-16,723558,1,1,1,Silicone Quaternium-16 is a polymeric quaternary ammonium salt.,LOW,LOW,LOW,LOW
I_2149,ACRYLAMIDOPROPYLTRIMONIUM CHLORIDE/ ACRYLAMIDE COPOLYMER,700121,1_4,1,4,Acrylamidopropyltrimonium Chloride/Acrylamide Copolymer is a copolymer of acrylamide andacrylamidopropyltrimonium chloride monomers.,LOW,LOW,LOW,HIGH
I_2150,DISODIUM LAUROAMPHODIACETATE,702149,1,1,1,Disodium Lauroamphodiacetate is an amphoteric organic compound.,LOW,LOW,LOW,LOW
I_2151,ADANSONIA DIGITATA FRUIT EXTRACT,716411,1,1,1,Adansonia Digitata Fruit Extract is an extract of the fruit of Adansonia digitata.,LOW,LOW,LOW,LOW
I_2152,CYSTINE BIS-PG-PROPYL SILANETRIOL,718193,1,1,1,Cystine Bis-PG-Propyl Silanetriol is a reaction product of Cystine (q.v.) andallylglycidyltrialkoxysilane.,LOW,LOW,LOW,LOW
I_2153,STEARYL CITRATE,724195,1,1,1,Stearyl Citrate is an ester of stearyl alcohol and citric acid.,LOW,LOW,LOW,LOW
I_2154,POLYQUATERNIUM-44,705116,1,1,1,Polyquaternium-44 is a polymeric quaternary ammonium salt consisting of vinylpyrrolidoneand quaternized imidazoline monomers.,LOW,LOW,LOW,LOW
I_2155,PRIMULA VERIS EXTRACT,723037,1,1,1,"Primula Veris Extract is an extract of the primula, Primula veris.",LOW,LOW,LOW,LOW
I_2156,CHAMOMILLA RECUTITA (MATRICARIA) FLOWER POWDER,729148,2,2,2,,LOW,LOW,LOW,LOW
I_2157,CETEARAMIDOETHYLDIETHONIUM SUCCINOYL HYDROLYZED PEA PROTEIN,862632,1,1,1,,LOW,LOW,LOW,LOW
I_2158,SODIUM PEG-7 OLIVE OIL CARBOXYLATE,706153,3,3,3,Sodium PEG-7 Olive Oil Carboxylate is a reaction product of olive oil peg-7 esters andsodium monochloroacetate.,LOW,LOW,LOW,LOW
I_2159,SUCCINIC ACID,706361,1,1,1,Succinic Acid is a dicarboxylic acid.,LOW,LOW,LOW,LOW
I_2160,VERONICA OFFICINALIS (SPEEDWELL) EXTRACT,706869,1,1,1,"Veronica Officinalis Extract is an extract of the flowers, leaves and stems of the veronica, Veronica officinalis.",LOW,LOW,LOW,LOW
I_2161,MALPIGHIA PUNICIFOLIA (ACEROLA) FRUIT EXTRACT,720486,1,1,1,Malpighia Punicifolia (Acerola) Fruit Extract is an extract obtained from the fruit of Malpighiapunicifolia.,LOW,LOW,LOW,LOW
I_2162,METHYL ACETATE,720635,2,2,2,Methyl Acetate is an ester of methyl alcohol and acetic acid.,LOW,LOW,LOW,LOW
I_2163,PEG-75,721891,1_3,1,3,PEG-75 is a polymer of ethylene oxide.,LOW,LOW,LOW,LOW
I_2164,PENTAERYTHRITYL ISOSTEARATE/CAPRATE/CAPRYLATE/ADIPATE,722074,1,1,1,"Pentaerythrityl Isostearate/Caprate/Caprylate/Adipate is a mixed ester of pentaerythritol andisostearic, capric, caprylic and adipic acids.",LOW,LOW,LOW,LOW
I_2165,ACRYLIC COPOLYMER,700163,1,1,1,,LOW,LOW,LOW,LOW
I_2166,OLETH-2,704281,1_3,1,3,Oleth-2 is a polyethylene glycol ether of Oleyl Alcohol (q.v.).,LOW,LOW,LOW,LOW
I_2167,BIS-DIGLYCERYL POLYACYLADIPATE-1,716990,1,1,1,"Bis-Diglyceryl Polyacyladipate-1 is an Adipic Acid (q.v.) diester of a mixed diglyceryl ester ofcaprylic, capric, hydroxystearic and isostearic acids.",LOW,LOW,LOW,LOW
I_2168,TRIETHOXYSILYLETHYL POLYDIMETHYLSILOXYETHYL HEXYL DIMETHICONE,724622,1,1,1,Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone is a silicone compound.,LOW,LOW,LOW,LOW
I_2169,3-HEXENOL,716201,1,1,1,,LOW,LOW,LOW,LOW
I_2170,FRAGARIA ANANASSA (STRAWBERRY) SEED OIL,726582,1,1,1,,LOW,LOW,LOW,LOW
